"IDRSSD"	RIAD3584	RIAD3585	RIAD3588	RIAD3589	RIAD4266	RIAD4267	RIAD4605	RIAD4608	RIAD4617	RIAD4618	RIAD4627	RIAD4628	RIAD4635	RIAD4638	RIAD4643	RIAD4644	RIAD4645	RIAD4646	RIAD4652	RIAD4655	RIAD4662	RIAD4665	RIAD5409	RIAD5410	RIAD5411	RIAD5412	RIADB512	RIADB513	RIADB514	RIADB515	RIADC217	RIADC218	RIADC234	RIADC235	RIADC388	RIADC880	RIADC891	RIADC892	RIADC893	RIADC894	RIADC895	RIADC896	RIADC897	RIADC898	RIADF185	RIADF187	RIADF188	RIADK129	RIADK133	RIADK205	RIADK206	
	CHG-OFFS ON LNS SECURED BY FARMLAND	RECVRS ON LNS SECURED BY FARMLAND	CHG-OFFS ON LNS SECD BY MULTI-FAMILY	RECVRS ON LNS SECD BY MULTI-FMLY RES	CHG-OFF ON LS FINANCING RECEIVABLES	RECOV ON LEASE FINANCING RECEIVABLES	RECOVERIES CREDITED TO RESERVES	RECOVERIES ON C&I LOANS	RECOV ON C & I LNS-U.S. ADDRESSES	RECOV ON C & I LNS-NON-U.S. ADDRES	RECOV ON LNS TO FGN GOVTS & INST	RECOV ON ALL OTHER LOANS	LOSSES CHARGED TO RESERVE	CHARGE-OFFS ON C&I LOANS	CHG-OFFS ON LNS TO FGN GOVTS & INST	CHG-OFFS ON ALL OTHER LOANS	CHG-OFFS ON C&I LNS-U.S. ADDRESSES	CHG-OFFS ON C&I LNS-NON-U.S. ADDRES	CHRGE-OFFS ON R.E. LNS-NON U.S. ADDR	CHARGE-OFFS ON LOANS TO FARMERS	RECOV ON R.E. LOANS-NON U.S. ADDRESS	RECOVERIES ON LOANS TO FARMERS	CHG-OFFS OF LNS TO FINC COMMCL RE,CO	RECOVERS OF LNS TO FINC COMMCL RE,CO	CHG-OFFS OF RVLVG,OPEN-END LNS SECD	RECOVERS OF RVLVG,OPEN-END LNS SECD	CHRG-OFF ON LOANS IN FOREIGN OFFICES	RECVRS ON LOANS IN FOREIGN OFFICES	CHARGE-OFFS ON: CREDIT CARDS LOANS	RECOVERIES ON CREDIT CARDS LOANS	RCVRS ON CLSD-ED LNS:SECD FRST LIENS	RCVRS ON CLSD-ED LNS:SECURD JR LIENS	CHRG-OFFS CLSD-END:SECURED 1ST LIENS	CHRG-OFFS CLSD-END:SECURED JR LIENS	UNCOLLBLE CRED CRD FEE&FIN CHGS	CHARGE-OFFS ALL OTHR LEASE FNC RECVB	1-4 FAM RES CNSTRTN LN CHARGE-OFFS	1-4 FAM RES CNSTRTN LN RECOVERIES	OTHR CNSTRCTN LN & LAND DEV CHARGE-O	OTHR CNSTRCTN LN & LAND DEV RECOVERI	LN SCD BY OWNER-OCCPD NONFARM CHARGE	LN SCD BY OWNER-OCCPD NONFARM RECOVE	LN SCD BY OTHR NONFARM NONRES CHARGE	LN SCD BY OTHR NONFARM NONRES RECOVE	CHG-OFF LEASE TO IND FOR HOME & FAM 	LEASE TO IND FOR HOUSE & OTHR EXP RE	RECOVERIES ALL OTHR LEASE FNC RCVBL	CHRG OFF AUTO LN	RCVRY AUTO LN	CHARGE-OFFS ALL OTHER	RECOVERIES ALL OTHER	
3027763	0	0	0	0	0	0	437	431				0	0	0		0				0		0	0	0	0	1			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	5	
3029253	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3029589	0	0	0	0	0	0	16	0		0		0	11	0		0		0	0	0	0	0	0	0	3	2			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	8	14	
3032833	0	0	0	0	0	0	13	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	13	0	0				0	0	0	0	
3034257	0	0	0	0	0	0	90	30		0		0	67	24		0		0	0	0	0	0	0	0	0	1			0	0	0	0	0	0			0	0	0	0	0	38	0	0	0	0		14	4	29	17	
3039636	0	0	0	0	0	0	33	33				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3040418	0	0	0	0	0	0	0	0		0		0	0	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
3041358	0	0	0	0	0	0	3	1				0	0	0		0				0		0	0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				0	1	0	0	
3042234	0	0	0	0	0	0	27	25		0		0	9	2		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	7	2	
3045383	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3047659	0	0	0	0	0	0	21	6				0	1276	1276		0				0		0	0	0	0	0			0	0	0	15	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3048487	0	0	0	0	0	0	10	3				7	30	0		24				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	6	0	
3049635	0	0	0	0	0	0	27	13				0	22	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	1	22	13	
3052813	0	0	0	0	0	0	51	51		0		0	95	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		95	0	0	0	
3066025	0	0	0	0			0		0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3067929	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3068579	0	0	0	0	0	0	240	0		0		0	11	0		0		0	0	0	0	0	0	0	0	0			0	0	240	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	11	0	
3070545	0	0	0	0	0	0	18	0				0	32	0		0				0		0	0	0	0	0			0	0	5	0	0	0			0	0	0	0	0	0	9	7				0	0	23	6	
3075474	0	0	0	0	0	0	27	7				0	459	202		0				0		0	0	0	0	6			0	0	3	0	0	0			0	5	0	6	231	0	0	0				26	0	0	0	
3076220	0	0	0	0	0	0	0	0		0		0	0	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
3076248	0	0	0	0	0	0	1739	1739		0		0	6306	6306		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
3076453	0	0	1456	0	0	0	0	0				0	1457	0		0				0		0	0	0	1	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3076604	0	0	0	0	0	0	42	0		0		0	7	7		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	41	0	0	0	0	0	0		0	0	0	1	
3089752	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3090833	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3102893	0	0	0	0	0	0	1	1				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3103591	0	0	0	0	0	0	2	0				0	0	0		0							0	0	0	0			0	0	2	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3109043	0	0	0	0	0	0	299	28		0		0	4228	197		0		0	0	0	0	0	0	0	0	0			0	0	141	0	141	0			0	0	0	0	0	0	3828	113	0	0		0	0	62	17	
3109146	0	0	0	0	0	0	20	20		0		0	21	21		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
3110197	0	0	0	0	0	0	127	34				0	3393	292		0				0		0	0	0	55	4			0	0	1	0	0	0			0	0	0	0	0	0	0	0				0	0	3046	88	
3116519	0	0	0	0	0	0	247	0				0	433	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				433	247	0	0	
3120646	0	0	0	0	0	0	6	0				0	235	61		0				0		0	0	0	53	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				106	0	15	6	
3120897	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3122994	0	0	0	0	0	0	5	0				0	0	0		0				0		0	0	0	0	0			0	0	0	5	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3125315	0	0	0	0	0	0	59	0				0	445	22		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				292	38	131	21	
3125557	0	0	0	0	0	0	3	0				0	0	0		0				0		0	0	0	0	0			0	0	3	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3128923	0	0	0	0	0	0	23	17				0	21	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				14	0	7	6	
3134399	0	0	0	0	0	0	1	0				1	2	0		2							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3134698	0	0	0	0	0	0	11	3				6	34	27		2				0		0	0	0	0	0			0	0	2	0	0	0			0	0	0	0	0	0	0	0				5	0	0	0	
3138146	0	0	0	0	81	0	564	534		0		0	33133	7501		0		0	0	0	0	0	0	0	0	2			0	0	6	3	0	0			0	0	0	15	0	2	25531	0	0	0		0	0	20	2	
3139321	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3140822	0	0	0	0	0	0	0	0				0	3	0		2				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	0	
3141726	0	0	0	0	0	0	250	0		0		0	170	0		0		0	0	0	0	0	0	0	0	0			14	4	2	2	0	0			0	0	0	186	0	4	0	0	0	0		0	0	156	52	
3145797	0	0	0	0	0	0	15	1				11	35	3		0				0		0	0	0	0	0			0	0	3	0	12	2			0	0	0	0	0	0	0	0				0	0	18	0	
3146150	0	0	0	0			20		17	0	0	3	10		0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3148613	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3150205	0	0	0	0	0	0	2	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	2	
3150447	0	0	0	0			0		0	0	0	0	1000		0	1000	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3153233	0	0	0	0	0	0	6	6				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3153297	0	0	0	0	0	0	2	0				0	36	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				6	1	30	1	
3158546	0	0	0	0	0	0	35	6				0	26	0		0				0		0	0	0	0	0			0	0	8	0	0	0			0	0	0	0	0	0	0	0				0	0	26	21	
3160978	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3165357	0	0	0	0	0	0	21	6				0	192	12		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				2	0	178	15	
3166699	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3174920	0	0	0	0	0	0	33	9				3	238	95		0				0		3	0	0	0	0			0	0	0	0	0	0			0	0	0	0	97	5	0	2				0	5	46	9	
3180136	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3184228	0	0	0	0	0	7	124	115				0	1492	1492		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	2	
3185579	0	0	0	0	0	0	16	16				0	3	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				3	0	0	0	
3185896	0	0	0	0	0	0	3	3				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3187630	0	0	0	0	0	0	1485	285		0		0	18383	3879		0		0	0	0	0	0	0	0	0	3			0	0	0	0	0	0			0	0	0	0	7073	0	0	0	0	0		0	0	7431	1197	
3189063	0	0	0	0	0	0	345	8				0	1986	253		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				15	0	1718	337	
3194692	0	0	0	0	0	0	85	10		0		19	1679	1043		37		0	0	0	0	0	0	0	0	0			51	4	0	0	10	0			0	0	0	0	0	0	0	0	0	0		281	13	257	39	
3199811	0	0	0	0	0	0	0	0				0	4	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				2	0	2	0	
3202702	0	0	0	0	0	0	0	0		0		0	2000	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	2000	0	
3212149	0	0	0	0			405		6	0	0	18	1470		0	0	622	0	0	0	0	0	0	0	0	0			848	381	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3212402	0	0	0	0	0	0	148	79		0		0	185	155		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	2	0	0	0	0		30	67	0	0	
3213333	0	10	0	0	0	0	161	4				0	0	0		0				0		0	0	0	0	0			0	0	20	0	0	0			0	0	0	0	0	0	0	127				0	0	0	0	
3213735	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3214059	0	0	0	0	0	0	0	0		0		0	0	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
3216017	0	0	0	0	0	0	270	177		0		19	1121	1079		29		0	0	0	0	0	0	0	0	0			0	0	73	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	13	1	
3216316	0	0	0	0	0	0	13	1				0	252	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	252	12				0	0	0	0	
3217331	0	0	0	0	0	0	160	58				15	281	0		31				0		0	0	0	0	0			0	0	0	0	63	0			0	0	0	0	0	0	0	0				153	39	34	48	
3217957	0	0	0	0	0	0	28	3				18	36	3		33				0		0	0	0	0	0			0	0	0	2	0	0			0	0	0	5	0	0	0	0				0	0	0	0	
3219269	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3220863	0	0	0	0	0	0	454	454				0	2075	2075		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3221468	0	0	198	0	0	0	1124	457		0		0	13259	6547		0		0	0	0	0	0	0	0	0	0			0	0	1	0	31	0			0	0	0	0	120	120	6262	0	0	0		0	0	101	546	
3223305	0	0	0	0	0	0	40	1				0	0	0		0				0		0	0	0	0	4			0	0	0	0	0	0			0	0	0	0	0	35	0	0				0	0	0	0	
3223408	0	0	0	0	0	0	7	0				0	18	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				13	6	5	1	
3223417	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3224302	0	0	0	0	0	0	27	8				5	42	6		0				0		5	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	5	0	0				25	6	11	3	
3224375	0	0	0	381	0	0	394	13				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3224478	0	0	0	0	0	0	4	0				4	2	0		2							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3224580	0	0	0	0	0	0	123445	3		0		0	625073	1756		0		0	0	0	0	0	0	0	0	0			606774	122853	0	0	0	0	318337		0	0	0	0	0	0	0	0	0	0		0	0	16543	589	
3228908	0	0	0	0	0	0	11427	1764				0	41689	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	41689	9663	
3229875	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3232204	108	0	0	0	0	0	37	30		0		0	466	170		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	7	188	0	0	0		0	0	0	0	
3232370	0	0	0	0	0	0	3	0				0	74	0		0				0		0	0	0	0	0			0	0	0	0	48	0			0	0	0	0	0	2	0	0				13	1	13	0	
3235410	0	0	0	0	0	0	0	0		0		0	44	0		44		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
3243282	0	0	0	0	0	0	145	145				0	4560	4560		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3247589	0	0	0	0	0	0	6	6				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3248849	0	0	0	0	0	0	8	0		0		0	511	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	132	0			0	0	370	0	0	0	0	0	0	0		3	8	6	0	
3253834	0	0	0	0	0	0	3	0				0	4	0		0							0	0	0	0			0	0	0	3	0	0			0	0	0	0	0	0	0	0				0	0	4	0	
3254297	0	0	0	0	0	0	6	0				0	2	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	3	2	3	
3262788	0	0	0	0	0	0	15	0				5	9	0		9							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	7	0	3	
3267738	0	0	0	0	0	0	350	350				0	699	671		0				0		0	0	0	0	0			0	0	0	0	0	0			28	0	0	0	0	0	0	0				0	0	0	0	
3268173	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3268249	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3270046	0	0	0	0	0	0	2	2				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3271799	0	0	0	0	3402	273	371	69				0	6795	3307		0				0		0	0	0	86	27			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	2	
3271986	0	0	0	0	0	0	10	0				1	33	0		7				0		0	0	0	0	1			26	0	0	0	0	0			0	0	0	7	0	0	0	0				0	0	0	1	
3272956	0	0	0	0	103	0	0	0				0	160	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	57	0	0	0				0	0	0	0	
3274709	0	0	0	0	0	0	25	17		0		0	112	112		0		0	0	0	0	0	0	0	0	0			0	0	4	2	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	2	
3276543	0	0	0	0	0	0	16	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	16	0	0				0	0	0	0	
3277241	0	0	0	0	0	0	12	11				0	53	47		6				0		0	0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3280625	0	0	0	21	0	0	381	6				2	4	0		0				0		0	0	0	0	4			0	0	11	0	0	4			0	0	0	0	0	337	0	0				0	0	0	0	
3281510	0	0	1934	0	0	0	114	15				0	3563	356		0				0		0	0	0	0	2			0	0	0	97	0	0			0	0	0	0	1013	0	259	0				0	0	1	0	
3282012	0	0	0	0	0	0	1	0				0	17	7		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				2	0	8	1	
3284070	0	0	0	0			453000		39000	0	0	0	1435000		0	0	99000	0	0	0	0	0	0	0	0	0			138000	13000	1000	1000	1000	0	27000	5000	0	0	0	0	0	0	0	0	0	0	2000	1192000	397000	0	0	
3284397	0	0	0	0	0	0	703	0		0		0	18	0		0		0	0	0	0	0	0	0	0	0			0	0	703	0	18	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
3284445	0	0	0	0	0	0	198	30				168	625	56		569				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3284490	0	0	0	0	0	0	47	8		0		0	147	57		0		0	0	0	0	0	0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	8	0	0		17	0	73	30	
3285246	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3285778	0	0	0	0	0	0	38	12				0	15	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	15	26	
3286999	0	0	0	0	0	0	2	0				0	100	78		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	22	2	
3287660	0	0	0	0	0	0	3	0		0		0	0	0		0		0	0	0	0	0	0	0	0	3			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
3288452	0	0	0	0	0	0	28	27				1	82	73		5				0		0	0	0	0	0			0	0	0	0	2	0			0	0	0	0	0	0	0	0				2	0	0	0	
3290240	0	0	0	0	0	0	2	0		0		0	12	0		0		0	0	0	0	0	0	0	0	0			0	0	0	2	0	12			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
3293540	0	0	0	0	0	0	133	133				0	100	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	100	0	0	0				0	0	0	0	
3296859	0	0	0	0	0	0	4	4				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3297490	0	0	0	0	0	0	6	5				1	34	7		15				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	12	0	
3303298	0	0	1800	0			88813		21300	0	0	3067	453898		0	18277	35941	0	1	0	0	0	0	1	7076	7326	0	0	63561	4899	7227	885	3443	274	12721	298	0	0	9639	0	391	827	162691	200	0	0	0	44392	27422	106115	15660	
3303944	0	0	0	0	0	0	138	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	138	0	0				0	0	0	0	
3303953	0	0	0	0	0	0	0	0		0		0	0	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
3306280	0	0	0	0	0	0	10	1				0	51	0		0				0		0	0	0	0	0			0	0	0	0	0	0			32	0	0	0	0	0	0	0				2	1	17	8	
3306598	0	0	0	0	0	0	54	10				23	49	17		0				0		23	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				23	3	9	18	
3308529	0	0	0	0	0	0	0	0				0	63	63		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3308574	0	0	0	0	0	0	0	0				0	110	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	110	0	
3309393	0	0	0	0	0	0	31	0				0	169	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	123	27	0	0				14	0	32	4	
3309571	0	0	0	0	853	1814	1863	32		0		0	3234	2381		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	15	0	0	0	0	0	0		0	2	0	0	
3310287	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3314043	0	0	0	0	0	0	1	0				0	7	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	7	1	
3314119	0	0	0	0	0	0	5	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	5	0	0	
3316739	0	0	0	0	0	0	3	0				0	20	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				14	0	6	3	
3317192	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3317932	0	0	6480	0	0	0	347	347		0		0	6780	300		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
3320576	0	0	0	0	0	0	127	8				0	41	41		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	68	0	51				0	0	0	0	
3320781	0	0	0	53	0	0	752	431				0	218	0		0				0		0	0	0	1	0			0	0	67	0	44	0			0	0	0	0	0	148	0	0				24	9	149	44	
3322468	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3325759	0	0	0	0	0	0	1380	2		0		0	11643	347		0		0	0	0	0	0	0	0	0	2			0	0	2	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	11296	1374	
3337097	0	0	0	0	0	0	65	38				0	257	13		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	27	244	0				0	0	0	0	
3340725	0	0	0	0	0	0	0	0				0	1	0		1				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3340903	0	0	0	0	0	0	136	0				0	0	0		0							0	0	0	10			0	0	0	15	0	0			0	0	0	0	0	111	0	0				0	0	0	0	
3341393	0	0	0	0	0	0	0	0				0	6	6		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3342671	0	0	0	0	0	0	43	0				0	179	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	179	43	
3344321	0	0	0	0	0	0	11	5		0		0	130	0		0		0	0	0	0	0	0	0	130	6			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
3346268	0	0	0	0	0	0	84	6				0	292	110		0				0		0	0	0	1	0			0	0	0	4	0	4			0	0	0	0	0	0	0	0				177	71	0	3	
3346633	0	0	0	0	0	0	8	2				2	17	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				16	3	1	1	
3347603	0	0	0	0	0	0	16	0				0	4	0		4				0		0	0	0	0	0			0	0	16	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3347911	0	0	0	0	0	0	12	6				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	6	
3348468	0	0	0	0	0	0	2	0				0	2	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	2	
3348888	0	0	0	0	0	0	642	604		0		0	5589	5197		22		0	0	0	0	0	0	0	5	0			152	17	0	0	81	0			0	0	0	8	100	6	0	0	0	0		0	0	32	7	
3349241	0	0	0	0	0	0	4	4				0	204	0		0				0		0	0	0	174	0			0	0	0	0	0	30			0	0	0	0	0	0	0	0				0	0	0	0	
3350658	0	0	0	0	0	0	11	9				0	26	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	26	2	
3350724	0	0	0	0	0	0	185	41		0		0	275	40		0		0	0	0	0	0	0	0	0	0			1	1	132	1	0	0			0	1	0	0	0	5	0	0	0	0		0	0	234	4	
