"IDRSSD"	RIAD3584	RIAD3585	RIAD3588	RIAD3589	RIAD4266	RIAD4267	RIAD4605	RIAD4608	RIAD4617	RIAD4618	RIAD4627	RIAD4628	RIAD4635	RIAD4638	RIAD4643	RIAD4644	RIAD4645	RIAD4646	RIAD4652	RIAD4655	RIAD4662	RIAD4665	RIAD5409	RIAD5410	RIAD5411	RIAD5412	RIADB512	RIADB513	RIADB514	RIADB515	RIADC217	RIADC218	RIADC234	RIADC235	RIADC388	RIADC880	RIADC891	RIADC892	RIADC893	RIADC894	RIADC895	RIADC896	RIADC897	RIADC898	RIADF185	RIADF187	RIADF188	RIADK129	RIADK133	RIADK205	RIADK206	
	CHG-OFFS ON LNS SECURED BY FARMLAND	RECVRS ON LNS SECURED BY FARMLAND	CHG-OFFS ON LNS SECD BY MULTI-FAMILY	RECVRS ON LNS SECD BY MULTI-FMLY RES	CHG-OFF ON LS FINANCING RECEIVABLES	RECOV ON LEASE FINANCING RECEIVABLES	RECOVERIES CREDITED TO RESERVES	RECOVERIES ON C&I LOANS	RECOV ON C & I LNS-U.S. ADDRESSES	RECOV ON C & I LNS-NON-U.S. ADDRES	RECOV ON LNS TO FGN GOVTS & INST	RECOV ON ALL OTHER LOANS	LOSSES CHARGED TO RESERVE	CHARGE-OFFS ON C&I LOANS	CHG-OFFS ON LNS TO FGN GOVTS & INST	CHG-OFFS ON ALL OTHER LOANS	CHG-OFFS ON C&I LNS-U.S. ADDRESSES	CHG-OFFS ON C&I LNS-NON-U.S. ADDRES	CHRGE-OFFS ON R.E. LNS-NON U.S. ADDR	CHARGE-OFFS ON LOANS TO FARMERS	RECOV ON R.E. LOANS-NON U.S. ADDRESS	RECOVERIES ON LOANS TO FARMERS	CHG-OFFS OF LNS TO FINC COMMCL RE,CO	RECOVERS OF LNS TO FINC COMMCL RE,CO	CHG-OFFS OF RVLVG,OPEN-END LNS SECD	RECOVERS OF RVLVG,OPEN-END LNS SECD	CHRG-OFF ON LOANS IN FOREIGN OFFICES	RECVRS ON LOANS IN FOREIGN OFFICES	CHARGE-OFFS ON: CREDIT CARDS LOANS	RECOVERIES ON CREDIT CARDS LOANS	RCVRS ON CLSD-ED LNS:SECD FRST LIENS	RCVRS ON CLSD-ED LNS:SECURD JR LIENS	CHRG-OFFS CLSD-END:SECURED 1ST LIENS	CHRG-OFFS CLSD-END:SECURED JR LIENS	UNCOLLBLE CRED CRD FEE&FIN CHGS	CHARGE-OFFS ALL OTHR LEASE FNC RECVB	1-4 FAM RES CNSTRTN LN CHARGE-OFFS	1-4 FAM RES CNSTRTN LN RECOVERIES	OTHR CNSTRCTN LN & LAND DEV CHARGE-O	OTHR CNSTRCTN LN & LAND DEV RECOVERI	LN SCD BY OWNER-OCCPD NONFARM CHARGE	LN SCD BY OWNER-OCCPD NONFARM RECOVE	LN SCD BY OTHR NONFARM NONRES CHARGE	LN SCD BY OTHR NONFARM NONRES RECOVE	CHG-OFF LEASE TO IND FOR HOME & FAM 	LEASE TO IND FOR HOUSE & OTHR EXP RE	RECOVERIES ALL OTHR LEASE FNC RCVBL	CHRG OFF AUTO LN	RCVRY AUTO LN	CHARGE-OFFS ALL OTHER	RECOVERIES ALL OTHER	
715975	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
716374	0	0	0	0	0	0	100	1				0	185	0		0				0		0	0	0	0	4			0	0	14	0	5	0			0	0	0	1	0	0	0	0				146	54	34	26	
716833	0	0	0	0	0	0	181	0		0		0	240	124		0		0	0	0	0	0	0	0	0	83			0	0	0	68	0	3			0	0	0	0	0	0	0	2	0	0		0	0	113	28	
716851	0	0	0	0	0	0	46	0				5	441	0		23				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	10				0	0	418	31	
716954	0	0	0	0	0	0	7	3				3	4	0		0				0		3	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				3	0	1	1	
717232	0	0	0	0	0	0	1	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
717670	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
717737	0	0	0	0	0	0	38	0		0		32	114	0		114		0	0	0	0	0	0	0	0	0			0	0	6	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
717924	0	10	0	4	0	0	857	18		0		78	360	8		224		0	0	0	0	25	0	0	0	16			0	0	37	24	62	0			0	0	0	2	0	81	0	559	0	0		5	11	61	17	
718145	0	0	0	0	0	0	306	6				0	610	5		0				0		0	0	0	0	0			13	1	1	0	0	116			0	0	0	0	0	0	0	0				35	7	441	291	
718275	0	0	0	0	0	0	162	2				0	311	0		0							0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				24	18	287	141	
718538	0	0	0	0	0	0	53	6				9	134	0		30				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				104	38	0	0	
719030	0	0	0	0	0	0	0	0				0	3	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	3	0	
719610	0	0	0	0	0	0	156	8				89	273	8		177							0	0	0	0			0	0	0	0	0	11			0	0	0	0	0	0	0	2				43	35	34	22	
719656	0	0	0	0	0	0	43	0				3	71	19		0				0		3	0	0	0	0			2	0	2	0	0	0			0	0	0	0	0	0	0	0				17	11	33	27	
719964	0	0	0	0	0	0	32	2				30	1	0		0				0		30	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	0	
720157	0	0	0	0	0	0	2	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	2	
720344	0	0	0	0	0	0	0	0				0	10	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				8	0	2	0	
720746	0	0	0	0	0	0	2	0				0	56	0		0				0		0	0	0	0	0			2	0	0	0	27	0			0	0	0	0	0	0	0	0				0	0	27	2	
720858	0	0	0	0	0	0	49	8				36	1	0		0				0		36	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	1	0	0				0	0	1	4	
721350	0	0	0	0	0	0	21	9				0	10	1		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	8	0	0	0	0				0	0	9	4	
721752	0	0	0	0	0	0	1	1				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
721949	0	0	0	0	0	0	44	0				28	94	25		55				0		5	0	0	0	0			0	0	0	1	0	0			0	0	0	0	0	0	0	0				3	3	11	12	
722227	0	0	0	0	0	0	68	50				0	6	0		0							0	0	0	0			0	0	2	0	0	0			0	0	0	0	0	0	0	5				0	0	6	11	
722432	0	0	0	0	0	0	289	0				3	367	0		1				0		0	0	0	0	0			0	0	118	0	109	0			0	4	0	0	0	0	0	1				204	149	53	14	
722544	0	0	0	7	0	0	300	2				121	7300	282		0				0		0	0	0	0	0			7	1	1	0	0	0			0	0	0	54	0	29	7000	81				11	4	0	0	
722777	0	0	2065	38			135825		11271	0	0	198	421885		0	927	14067	0	0	0	0	0	1987	311	3780	823	0	0	13747	1657	507	8	0	0		0	0	0	0	0	0	774	10462	102	0	0	0	178051	98257	198786	22190	
722816	0	0	0	0	0	0	37	2				3	22	0		2				0		0	0	0	0	1			2	9	0	0	0	0			0	0	0	2	0	0	0	0				16	20	2	0	
723112	0	0	0	0			74000		7000	0	0	1000	328000		0	0	123000	0	0	0	0	0	0	0	2000	2000	0	0	46000	10000	2000	0	1000	0	8000	0	0	0	0	0	0	0	0	0	0	0	0	45000	20000	111000	32000	
723158	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0				0	0	0	0	
723550	0	0	0	0	0	0	0	0				0	8	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				8	0	0	0	
723653	0	0	0	0	0	0	3	0				0	1	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	3	
723756	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
723868	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
724230	0	0	0	0	0	0	51	19				22	174	26		137				0		0	0	0	0	0			0	0	2	0	0	0			0	0	0	2	0	2	0	2				4	0	7	2	
724744	0	0	0	0	0	0	26	9				0	1144	763		0				0		0	0	0	0	0			19	0	0	0	0	0			0	0	0	0	0	0	0	13				10	2	352	2	
724904	0	0	0	0	0	0	290	0				19	1835	0		318				318		19	0	0	0	0			0	0	79	100	0	15			0	0	0	0	489	1	162	4				618	76	233	11	
724940	0	0	0	0	0	0	2	0				0	16	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				16	2	0	0	
725077	0	0	0	0	0	0	6	0				0	0	0		0				0		0	0	0	0	0			0	0	6	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
725732	0	0	0	0			0		0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
725741	0	0	0	0	0	0	14	12				0	30	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				4	2	26	0	
726458	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
726953	0	0	0	0	0	0	32	32		0		0	0	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
727174	0	0	0	0	0	0	427	0				0	0	0		0				0		0	0	0	0	0			0	0	425	2	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
728948	0	9	0	0	0	0	13	0				3	56	45		5				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	6	1	
728957	0	0	0	0	0	0	12	0				5	1	0		0				0		5	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	7	0	0				0	0	1	0	
729011	0	0	0	0	0	0	44	6				0	223	115		0				0		0	0	0	0	0			0	7	4	1	0	0			0	0	0	0	0	2	0	0				66	12	42	12	
729057	0	0	0	0	0	0	0	0				0	11	0		0							0	0	0	0			0	0	0	0	11	0			0	0	0	0	0	0	0	0				0	0	0	0	
729178	0	0	0	0	0	0	21	7				13	72	33		39							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	1	0	0	
729310	0	0	0	0	0	0	84	7				36	180	0		151				0		0	0	0	0	0			0	0	8	0	0	0			0	0	0	0	0	0	0	19				19	13	10	1	
729842	0	0	0	0	0	0	0	0				0	3	3		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
729945	0	0	0	0	0	0	18	0				0	43	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	4	0	0				4	1	39	13	
731050	0	0	0	0	0	0	5	0				0	97	63		8				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	17	0				0	0	9	5	
731247	2	25	22	29	0	0	1748	595		0		54	2590	843		17		0	0	17	0	54	0	0	0	1			355	95	285	138	391	230			359	202	70	84	13	162	8	4	0	0		44	51	236	23	
731957	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
732178	0	0	0	0	0	0	56	3				15	127	0		53				24		5	0	0	0	0			0	16	2	0	0	0			0	0	0	0	8	11	0	0				7	3	59	6	
732253	0	0	0	0	0	0	60	0				0	246	0		0				0		0	0	0	0	0			0	0	0	0	152	0			0	0	0	0	0	0	0	0				0	0	94	60	
732637	0	0	0	0	0	0	21	0				0	101	0		0							0	0	0	0			0	0	12	0	0	0			0	0	0	0	0	0	0	0				77	2	24	7	
732758	0	0	0	0	0	3	3	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
732918	0	0	0	0	0	0	674	577		0		26	372	78		56		0	0	0	0	0	0	0	1	0			0	0	4	0	0	0			0	0	0	0	0	0	2	0	0	0		179	65	56	2	
732954	0	0	0	0	0	0	5	0				0	1	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	5	
733054	0	0	0	0	0	0	8	4		0		4	8	0		1		0	0	0	0	2	0	4	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	7	0	
733540	0	0	0	0	0	0	1	0				0	40	40		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	1	0	0	
733559	0	0	0	0	0	0	207	200				7	7	2		5				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
733661	0	0	0	0	0	0	31	0				0	876	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				64	12	812	19	
733755	0	0	0	0	0	0	1	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
733951	0	0	0	0	0	0	1	0				0	51	34		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				17	0	0	1	
734248	0	0	0	0	0	0	7	2				0	1	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	4	0	0				0	0	1	1	
734350	339	0	0	0	0	0	233	106				0	1978	611		0				0		0	0	0	0	0			15	1	85	0	242	0			0	0	0	0	717	1	0	0				4	0	50	40	
734538	0	0	0	0	0	0	364	224				0	0	0		0				0		0	0	0	0	0			0	0	5	0	0	0			0	0	0	135	0	0	0	0				0	0	0	0	
734613	0	0	0	0	0	0	54	0				0	32	1		0				0		0	1	0	0	23			0	0	17	3	0	3			0	0	0	0	3	3	2	2				0	0	23	6	
735049	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
735067	0	0	0	0	0	0	1	0				0	0	0		0				0		0	0	0	0	0			0	0	0	1	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
735414	0	0	0	0	0	0	4	0				0	7	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	7	4	
735441	0	151	0	0	0	0	257	6				40	389	196		182				169		40	0	0	0	0			3	2	7	0	0	0			0	0	0	0	0	5	0	30				3	0	5	16	
735973	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
736158	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
736206	0	0	0	0	0	0	41	39		0		0	6708	72		0		0	0	0	0	0	0	0	0	0			0	0	0	0	3	0			0	0	0	0	6593	0	0	0	0	0		0	0	40	2	
736550	0	0	0	0	0	0	30	8				7	125	43		7				0		0	0	0	0	0			0	0	5	0	24	0			0	0	0	0	0	0	0	0				19	6	32	4	
737548	0	0	0	0	0	0	25	0				11	33	0		22				0		0	0	0	0	0			0	0	0	8	0	9			0	0	0	0	0	0	0	5				0	0	2	1	
738013	0	0	0	0	0	0	44	0				0	198	176		0				0		0	0	0	0	0			10	12	0	0	12	0			0	0	0	21	0	1	0	0				0	0	0	10	
738040	0	725	0	0	0	0	874	36		0		5	956	567		43		0	0	43	0	5	0	0	0	0			0	0	28	1	5	0			72	0	0	0	0	0	0	0	0	0		75	40	194	39	
738143	0	0	0	0	0	0	39	11				12	29	0		28				0		0	0	0	0	3			0	0	9	0	0	0			0	0	0	0	0	0	0	0				1	0	0	4	
738255	0	0	0	0	0	0	1	0				1	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
738303	0	0	0	0	0	0	2	0		0		0	23	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	23	2	
738657	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
738769	0	0	0	0	0	0	6	3				0	40	28		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	12	3	
739346	0	0	0	0	0	0	9	2				0	2	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	7	
739355	0	0	0	0	0	0	16	16		0		0	129	26		0		0	0	0	0	0	0	0	0	0			0	0	0	0	68	0			0	0	0	0	0	0	0	0	0	0		33	0	2	0	
739560	0	0	0	0	0	0	905	585		0		0	508	280		29		0	0	0	0	0	0	281	0	132			0	0	0	113	0	0			0	0	0	0	0	24	0	0	0	0		0	0	199	51	
739832	0	0	0	0	0	0	9	2				2	29	25		0				0		0	0	0	0	0			0	0	4	0	0	0			0	0	0	0	0	0	0	0				4	1	0	0	
740249	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
741068	0	0	0	0	0	0	0	0				0	3	0		3							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
741152	0	0	0	0	0	0	7	2				2	2	0		2				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	3	
741330	0	0	0	0	0	0	70	1		0		33	79	0		79		0	0	0	0	0	0	0	0	5			0	0	16	0	0	0			0	0	0	2	0	0	0	0	0	0		0	2	0	11	
741358	0	0	0	0	0	0	7	0				0	9	0		0				0		0	0	0	0	0			0	0	7	0	0	0			0	0	0	0	0	0	0	0				9	0	0	0	
741648	0	0	0	0	0	0	3	0				0	3	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	3	3	
741844	0	0	0	0	0	0	7	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	7				0	0	0	0	
741956	0	0	0	0	0	0	6	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	6	
741974	0	0	0	0	0	0	8	0				0	3	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	3	8	
742056	0	0	0	0	0	0	39	15				0	563	267		8							0	0	0	0			0	0	16	0	163	95			0	0	0	0	0	0	0	0				5	4	25	4	
742542	0	0	0	0	0	0	4	0				0	6	0		0							0	0	0	0			6	2	2	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
742944	0	0	0	0	0	0	8	8		0		0	3	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	3	0	
743679	0	0	0	0	0	0	26	20				0	71	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	71	6	
743950	0	0	0	0	0	0	0	0				0	1	0		1							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
744854	0	0	0	0	0	0	69	68				0	577	575		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	1	
745347	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
746157	0	0	0	0	0	0	6	6				0	1	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	0	
746429	0	0	0	0	0	0	23	17				0	18	0		0				0		0	0	0	0	2			0	0	1	0	5	0			0	0	0	0	0	0	0	0				2	1	11	2	
746755	0	0	0	0	0	0	12	1				0	7	0		0				0		0	0	0	0	0			0	0	11	0	0	0			0	0	0	0	0	0	0	0				6	0	1	0	
746942	0	0	0	0	0	0	3	1				0	3	0		0				0		0	0	0	0	0			0	0	2	0	0	0			0	0	0	0	0	0	0	0				0	0	3	0	
746979	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
747051	0	0	0	0	0	0	0	0				0	45	29		1							0	0	0	0			0	0	0	0	5	0			0	0	0	0	0	0	0	0				6	0	4	0	
747257	0	0	0	0	0	0	11	0				0	26	18		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	10	8	1	
748254	0	0	0	0	0	0	37	15				0	0	0		0				0		0	0	0	0	1			0	0	0	0	0	0			0	0	0	3	0	0	0	18				0	0	0	0	
748357	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
748441	0	0	0	0	0	0	2	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	1	0	0	0	0				0	0	0	1	
748964	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
749242	0	0	0	0	0	18	1637	871		0		0	7283	535		0		0	0	0	0	0	0	0	47	29			0	0	44	0	242	0			0	0	0	0	37	96	5692	9	0	0		73	31	657	539	
749635	0	0	0	0	0	0	110	74				0	52	9		0				0		0	0	0	0	0			0	0	5	0	0	0			0	0	0	0	0	0	0	0				0	1	43	30	
749840	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
749943	0	0	0	0	0	0	40	8				14	152	41		75				0		0	0	0	0	0			0	0	1	0	7	0			0	0	0	0	0	0	0	2				29	15	0	0	
750051	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
750127	0	0	0	0	0	0	32	2				1	11	0		8				0		0	0	0	0	0			0	0	9	9	0	0			0	0	0	0	0	6	0	5				0	0	3	0	
750341	0	0	0	0	0	0	2	0				0	6	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				5	2	1	0	
750444	0	0	0	0	0	0	12	0				0	36	0		0				0		0	0	0	0	0			0	0	0	0	8	0			0	0	0	0	0	0	0	0				17	0	11	12	
750846	0	0	0	0	0	0	19	19				0	8	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				8	0	0	0	
751254	0	0	0	0	0	0	1	0				0	2	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	1	
751656	0	0	0	0	0	0	20	6		0		0	89	83		0		0	0	0	0	0	0	0	0	0			0	0	2	2	0	0			0	0	0	1	0	0	0	0	0	0		3	0	3	9	
751852	0	0	0	0	0	0	5	0				0	0	0		0				0		0	0	0	0	0			0	0	5	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
752831	0	0	0	0	0	0	101	0				1	12	3		2				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	95	0	0	0	0				2	2	5	3	
753052	0	0	0	0	0	0	2	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	2	
753324	93	2	0	0	0	0	608	30				7	877	76		69				0		0	0	0	14	11			82	14	288	1	38	10			0	0	0	4	7	7	0	155				25	18	463	71	
753641	0	0	0	0	0	0	12	0				0	16	0		0							0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	2	0	0				4	6	12	3	
753856	0	0	0	0	0	0	0	0				0	1	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	0	
754068	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
754246	0	0	0	0	0	0	1	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	1	0	0	
754536	0	8	0	0	0	0	34	0				0	26	0		0				0		0	0	0	0	0			4	0	26	0	0	0			0	0	0	0	0	0	0	0				17	0	5	0	
754826	0	0	0	0	0	0	266	5				1	901	22		2				0		0	0	0	0	12			149	6	4	0	0	0			0	0	0	0	0	2	1	0				402	117	325	119	
754853	0	0	0	0	0	0	135	0				0	94	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	94	135	
754929	0	0	0	0	0	0	103	3		0		0	177	20		0		0	0	0	0	0	0	0	0	0			33	11	0	0	0	0			0	0	0	0	0	29	0	0	0	0		0	4	124	56	
755252	0	0	0	0	0	0	181	168				7	16	0		15				0		0	0	0	0	0			0	0	5	1	0	0			0	0	0	0	0	0	0	0				0	0	1	0	
755421	0	0	0	0	0	0	1	1				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
755458	0	0	0	0	0	0	7	1				1	5	1		4				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	4	0	0				0	0	0	1	
756343	0	0	0	0	0	0	32	3				0	30	0		0				0		0	0	0	0	0			0	0	23	0	0	0			0	0	0	0	0	0	0	0				8	6	22	0	
756848	0	0	0	23	0	0	298	85				164	60	0		0				0		164	0	0	0	0			0	0	0	19	0	0			0	0	0	0	0	0	0	0				3	1	57	6	
757377	0	0	0	0	0	0	32	0				0	30	0		0				0		0	0	0	0	0			0	0	32	0	30	0			0	0	0	0	0	0	0	0				0	0	0	0	
757452	0	0	0	0	0	0	23	0		0		0	61	16		0		0	0	0	0	0	0	0	0	0			0	0	1	1	0	0			0	0	0	0	0	0	0	0	0	0		29	13	16	8	
757779	0	0	0	0	0	0	20	0				0	289	0		0							0	0	0	0			0	0	0	0	12	0			0	0	0	0	0	0	0	0				0	0	277	20	
758703	0	0	0	0	0	0	46	12		0		17	123	54		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	69	17	
758842	0	0	0	0	0	0	3	0				3	2	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				2	0	0	0	
758851	0	0	0	0	0	0	31	31				0	1665	1384		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	266	0	0	0				0	0	15	0	
759045	0	0	0	0	0	0	3	0				3	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
759625	0	0	0	0	0	0	109	2				2	267	81		0				0		0	0	0	0	0			6	6	45	0	0	0			0	0	0	2	0	25	0	0				52	2	128	25	
760210	0	0	0	0	0	0	41	0				3	106	0		0							0	3	0	0			0	0	4	0	17	0			0	0	0	0	0	0	0	0				65	25	24	9	
760331	0	0	0	0	0	0	1	0				0	1	0		0				0		0	0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				0	0	1	0	
760340	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
760434	0	0	0	0	0	0	25	11				0	1	0		0							0	0	0	0			0	0	9	0	0	0			0	0	0	0	0	0	0	0				0	4	1	1	
760649	0	0	0	0	0	0	2	0				0	2	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	2	
760854	0	0	0	0	0	0	40	13				1	186	69		0				0		1	0	0	9	1			15	2	10	2	0	19			0	0	0	0	0	0	0	0				41	6	33	5	
