"IDRSSD"	RCONG554	RCONG555	RCONG556	RCONG557	RCONG558	RCONG559	RCONG560	RCONG561	RCONG562	RCONG563	RCONG564	RCONG565	RCONG566	RCONG567	RCONG568	RCONG569	RCONG570	RCONG571	RCONG572	RCONG573	RCONG574	RCONG575	RCONG576	RCONG577	RCONG578	RCONG579	RCONG580	RCONG581	RCONG582	RCONG583	RCONG584	RCONG585	RCONG586	RCONG587	RCONG588	RCONG589	RCONG590	RCONG804	RCONG805	RCONG806	RCONG807	RCONG808	RCONG809	RCONHT87	RCONHT88	RCONHT89	RCONHT91	RCONHT92	RCONHT93	RCONJA36	TEXTG546	TEXTG551	TEXTG556	TEXTG561	TEXTG571	TEXTG576	TEXTG581	TEXTG586	
	2ND GT $25K 25 PCT OTHR FV RCR LVL 2	2ND GT $25K 25 PCT OTHR FV RCR LVL 3	3RD GT $25K 25 PCT OTHR MEASURE FV R	3RD GT $25K 25 PCT OTHR RCR LESS AMT	3RD GT $25K 25 PCT OTHR FV RCR LVL 1	3RD GT $25K 25 PCT OTHR FV RCR LVL 2	3RD GT $25K 25 PCT OTHR FV RCR LVL 3	4TH GT $25K 25 PCT OTHR MEASURE FV R	4TH GT $25K 25% OTHR RCR LESS AMT FV	4TH GT $25K 25% OTHR FV RCR LVL 1 FV	4TH GT $25K 25 PCT OTHR FV RCR LVL 2	4TH GT $25K 25% OTHR FV RCR LVL 3 FV	OTHR $25K 25 PCT NON TRDING DRVT FV 	OTHR $25K 25 PCT NON TRDING DRVT LES	OTHR $25K 25PCT NON TRDING DRVT LVL 	OTHR $25K 25PCT NON TRDING DRVT LVL 	OTHR $25K 25PCT NON TRDING DRVT LVL 	1ST GT $25K 25 PCT OTHR LIAB FV	1ST GT $25K 25PCT OTHR LIAB LESS DTR	1ST GT $25K 25 PCT OTHR LIAB LVL 1 F	1ST GT $25K 25 PCT OTHR LIAB LVL 2 F	1ST GT $25K 25 PCT OTHR LIAB LVL 3 F	2ND GT $25K 25 PCT OTHR LIAB FV	2ND GT $25K OTHR LIAB LESS DTRM FV	2ND GT $25K 25 PCT OTHR LIAB LVL 1 F	2ND GT $25K 25 PCT OTHR LIAB LVL 2 F	2ND GT $25K 25 PCT OTHR LIAB LVL 3 F	3RD GT $25K 25% OTHR LIAB FV	3RD GT $25K 25PCT OTHR LIAB LESS DTR	3RD GT $25K 25% OTHR LIAB LVL 1 FV	3RD GT $25K 25 PCT OTHR LIAB LVL 2 F	3RD GT $25K 25 PCT OTHR LIAB LVL 3 F	4TH GT $25K 25 PCT OTHR LIAB FV	4TH GT $25K 25PCT OTHR LIAB LESS DTR	4TH GT $25K 25 PCT OTHR LIAB LVL 1 F	4TH GT $25K 25 PCT OTHR LIAB LVL 2 F	4TH GT $25K 25 PCT OTHR LIAB LVL 3 F	ALL OTHR ASSET LVL 3 FV MEASURE	ALL OTHR LIAB TOTAL FV RPT	ALL OTHR LIAB LESS AMT NET FV	ALL OTHR LIAB LVL 1 FV MEASURE	ALL OTHR LIAB LVL 2 FV MEASURE	ALL OTHR LIAB LVL 3 FV MEASURE	Loans measured at fair value, Loans 	Loans measured at fair value, Loans 	Loans measured at fair value, Loans 	Loans measured at fair value, Unpaid	Loans measured at fair value, Unpaid	Loans measured at fair value, Loans 	Available-for-sale debt securities a	1ST GT $25K 25 PCT OTHR MEASURE FV R	2ND GT $25K 25 PCT OTHR MEASURE FV R	3RD GT $25K 25 PCT OTHR MEASURE FV R	4TH GT $25K 25 PCT OTHR MEASURE FV R	1ST GT $25K 25 PCT OTHR LIAB FV	2ND GT $25K 25 PCT OTHR LIAB FV	3RD GT $25K 25% OTHR LIAB FV	4TH GT $25K 25 PCT OTHR LIAB FV	
2539960																																																											
2562137																																																											
2562164																																						0	0	0	0	0	0	0	0	0	0	0	0	39									
2567123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
2568063																																																											
2576134																																																											
2577739																																																											
2580243																																																											
2587916																																																											
2594240																																																											
2594419																																																											
2596646																																																											
2597223																																																											
2597232																																																											
2598396																																																											
2600039																																																											
2602828																																																											
2605566																																																											
2607412																																																											
2608754													29877			29877																						0	29877	0	0	29877	0	0	0	0	0	0	0	649398									
2610784																																																											
2614344																																																											
2615190																																																											
2615220																																																											
2618780																		20602		20602																		0	20602	0	20602	0	0	424	0	0	615	0	0	3519885					Non-qualified deferred compensation				
2619714																																																											
2621285																																																											
2621940																																																											
2624400													1976			1976																						0	1976	0	0	1976	0	0	0	0	0	0	0	135858									
2625724																																																											
2631172																																																											
2631846																																						0	0	0	0	0	0	0	0	0	0	0	0	469326									
2634191													462			462																						0	538	0	0	538	0	39745	0	0	38850	0	0	4500382	Interest Rate Lock Commitments								
2634351																																																											
2641827																																																											
2642598																																						0	0	0	0	0	0	0	0	0	0	0	0	141214									
2643595																																																											
2649177																																																											
2651899																																																											
2652092																																						0	0	0	0	0	0	0	0	0	0	0	0	1420618									
2654911																																						0	0	0	0	0	0	0	0	0	0	0	0	5378656									
2661861																																																											
2666400																																																											
2667920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
2667939																																																											
2667957																																						0	0	0	0	0	0	0	0	0	0	0	0	124263									
2668598																																																											
2684552																																																											
2686211																																						0	0	0	0	0	0	0	0	0	0	0	0	19745									
2687133																																																											
2687487																																																											
2693264													4516			4516																						44	4516	0	0	4516	0	0	0	0	0	0	0	385768									
2694681																																																											
2694944																																																											
2696180																																																											
2697963																																																											
2700984																																																			NAV Investment								
2702764																																																											
2705112																																																											
2705895																																																											
2708122																																																											
2713920																																																											
2716088																																																											
2718596																																																											
2719810																																																											
2723376																																																											
2724766																																																											
2726050																																																											
2729677																																																											
2730431																																																											
2732565																																																											
2733263																																																											
2734729													37			37																						0	37	0	0	37	0	0	0	0	0	0	0	566947									
2735137																																																											
2735146													1169	1637		2806																						3599	1169	1637	0	2806	0	0	0	0	0	0	0	9849150									
2736219																																																											
2736291																																						1942	0	0	0	0	0	0	0	0	0	0	0	865559									
2736451																																						0	0	0	0	0	0	0	0	0	0	0	0	92269									
2736714																																																											
2737980													593			582	11																					44421	593	0	0	582	11	190106	17635	0	186722	17082	0	9330	Lender Risk Account								
2743244													1093			1093																						0	1093	0	0	1093	0	0	0	0	0	0	0	529811									
2745426																																						0	0	0	0	0	0	6580	0	0	6580	0	0	135084									
2745529																																																											
2746245																																																											
2747279																																																											
2747466																																																											
2747587																																																											
2748502																																																											
2753917																																																											
2754222																																																											
2756730																																																											
2756909																																																											
2757205													8452			8452																						0	8452	0	0	8452	0	0	0	0	0	0	0	362628									
2758613																																																											
2759629																																																											
2760232																																																											
2764212																																						0	0	0	0	0	0	0	0	0	0	0	0	6258									
2769570																																																											
2769954																																																											
2771694																																																											
2774707																																																											
2775151																																																											
2775179																																																											
2775692																																																											
2785477																																																											
2785646																																																											
2787770																																						0	0	0	0	0	0	0	0	0	0	0	0	206178									
2788656																																																											
2791085																																																											
2791517																																																											
2793593																																																											
2794732																																																											
2796277																																																											
2797162																																																											
2797210																																																											
2797359																																																											
2797724													1510			1510																						1930	1510	0	0	1510	0	140185	0	0	140048	0	0	2251151									
2800491																																																											
2805535																																																											
2805928																																																											
2806635																																																											
2806840																																																											
2806877													1280			1280																						0	1280	0	0	1280	0	265012	0	0	264774	0	0	3913	Rate Locked Pipeline Loans								
2807173																																																											
2808602													1			1																						0	1	0	0	1	0	19219	0	0	19214	0	0	207917									
2809373																																																											
2811086																																																											
2815879																																																											
2819167																																																											
2819242																																																											
2820604																																																											
2823221																																																											
2826017																																																											
2833882																																																											
2834759																																																											
2835103																																																											
2836306																																																											
2838207																																																											
2839790																																																											
2845782																																																											
2847085																																																											
2847142																																																											
2849285																																																											
2849463																																																											
2849801																																						15982	0	0	0	0	0	0	0	0	0	0	0	121353	FHLB stock								
2850722																																						0	0	0	0	0	0	0	0	0	0	0	0	265949									
2850768																																																											
2855866																																																											
2857600																																																											
2858492																																																											
2858960																																						57861	0	0	0	0	0	1616	231821	0	1786	234672	0	1581006	Other Real Estate								
2860039																																																											
2860271																																																											
2860459																																						0	0	0	0	0	0	0	0	0	0	0	0	151004									
2861317																																																											
2867337																																																											
2869162																																																											
2871099																																																											
2871558																																																											
2873598																																																											
2877345																																																											
2877484																																																											
2877831																																																											
2877840																																																											
2880019																																																											
2881445																																																											
2882983																																																											
2887399																																																											
2889227																																																											
2891622													500				500																					77932	500	0	0	0	500	0	0	0	0	0	0	142787									
2897633																																																											
2901558																																																											
2903123																																						0	0	0	0	0	0	0	0	0	0	0	0	84342									
2905761																																																											
2907019																																																											
2907439																																																											
2912750																																																											
2913702																																																											
2914268																																																											
2914727																																																											
2915461																																																											
2916534																																																											
2916963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
2917184																																																											
2917317													102949			102949																						28924	102949	0	0	102949	0	16482	0	0	15966	0	0	1008752									
2919898																																																											
2920287																																																											
2920773																																																											
2921211																																																											
2921622																																																											
2921659																																																											
2925620																																																											
2925666													39406			39406																						106185	39406	0	0	39406	0	0	0	0	0	0	0	4920866	Inv in Unconsolidated Subs								
2929392																																																											
2938198													10406			10406																						2	10406	0	0	10406	0	0	0	0	0	0	0	501345									
2938769																																																											
2939001																																																											
2939391																																																											
2941068																																						263	0	0	0	0	0	0	0	0	0	0	0	803483	Interest Rate Lock Commitment								
2943615																																																											
2947556																																																											
2948058																																																											
2948423																																																											
2949970																																																											
2953418																																																											
2954059																																						0	0	0	0	0	0	0	0	0	0	0	0	94965									
2954497																																																											
2958972																																																											
2960555																																																											
2960788																																																											
2963266																																																											
2963275																																																											
2963864																																																											
2967796																																																											
2970657													1870			1870																						0	1870	0	0	1870	0	0	0	0	0	0	0	218317									
2973041																																																											
2973386																																																											
2980209	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	0	2000	0	0	0	0	0	0	0	1622000	Equity Securities								
2986407																																						0	0	0	0	0	0	0	0	0	0	0	0	274440									
2989006																																																											
2992547																																																											
2997216																																																											
2997748																																																											
2998576																																																											
3005097																																																											
3010363																																																											
3015939																																																											
3016347																																																											
3017081																																																											
3019982																																																											
3020447																																																											
3022610																																																											
3025929																																																											
3027763																																																											
3029253																																																											
3029589													280726	73		280799																						0	280726	73	0	280799	0	0	0	0	0	0	0	65231									
3032833																																																											
3034257																																																											
3039636																																																											
3040418																																																											
3041358																																																											
3042234																																																											
3045383																																																											
3047659																																																											
3048487																																																											
3049635																																																											
3052813																																						0	0	0	0	0	0	0	0	0	0	0	0	121371									
3066025																																																											
3067929																																																											
3068579																																						0	0	0	0	0	0	0	0	0	0	0	0	258812									
3070545																																																											
3075474																																																											
3076220																																						0	0	0	0	0	0	0	0	0	0	0	0	699587									
3076248																																						0	0	0	0	0	0	0	0	0	0	0	0	343276									
3076453																																																											
3076604																																						0	0	0	0	0	0	0	0	0	0	0	0	156150									
3089752																																																											
3090833																																																											
3102893																																																											
3103591																																																											
3109043																																						590	0	0	0	0	0	0	0	0	0	0	0	109714									
3109146													20190			20190																						0	20190	0	0	20190	0	0	0	0	0	0	0	242672									
3110197																																																											
3116519																																																											
3120646																																																											
3120897																																																											
3122994																																																											
3125315																																																											
3125557																																																											
3128923																																																											
3134399																																																											
3134698																																																											
3138146													28247	21504		47579	2172																					1154516	28247	21504	0	47579	2172	1976854	0	0	1914259	0	0	15737001									
3139321																																																											
3140822																																																											
3141726																																						0	0	0	0	0	0	0	0	0	0	0	0	288026									
3145797																																																											
3146150																																																											
3148613																																																											
3150205																																																											
3150447																																																											
3153233																																																											
3153297																																																											
3158546																																																											
3160978																																																											
3165357																																																											
3166699																																																											
3174920																																																											
3180136																																																											
3184228																																																											
3185579																																																											
3185896																																																											
3187630																																						0	0	0	0	0	0	0	0	9177	0	0	10808	1432050									
3189063																																																											
3194692																																																											
3199811																																																											
3202702																																						0	0	0	0	0	0	0	0	0	0	0	0	9893000									
3212149																																																											
3212402																																						0	0	0	0	0	0	0	0	0	0	0	0	148009									
3213333																																																											
3213735																																																											
3214059																																						0	0	0	0	0	0	0	0	0	0	0	0	308661									
3216017													6925			6925																						0	6925	0	0	6925	0	0	0	0	0	0	0	138284									
3216316																																																											
3217331																																																											
3217957																																																											
3219269																																																											
3220863																																																											
3221468													82112			82112																						0	82112	0	0	82112	0	0	38751	0	0	34545	0	1181872									
3223305																																																											
3223408																																																											
3223417																																																											
3224302																																																											
3224375																																																											
3224478																																																											
3224580																																						0	0	0	0	0	0	0	0	0	0	0	0	110344									
3228908																																																											
3229875																																																											
3232204																																																											
3232370																																																											
3235410																																						0	0	0	0	0	0	0	0	0	0	0	0	212146									
3243282																																																											
3247589																																																											
3248849																																						0	0	0	0	0	0	0	0	0	0	0	0	57105									
3253834																																																											
3254297																																																											
3262788																																																											
3267738																																																											
3268173																																																											
3268249																																																											
3270046																																																											
3271799																																																											
3271986																																																											
3272956																																																											
3274709													9				9																					0	9	0	0	0	9	0	0	0	0	0	0	339936									
3276543																																																											
3277241																																																											
3280625																																																											
3281510																																																											
3282012																																																											
3284070																																																											
3284397																																						926488	0	0	0	0	0	0	0	0	0	0	0	13304096									
3284445																																																											
3284490																																						0	0	0	0	0	0	0	0	0	0	0	0	47168									
3285246																																																											
3285778																																																											
3286999																																																											
3287660																																						26	0	0	0	0	0	0	0	0	0	0	0	2146853									
3288452																																																											
3290240																																																											
3293540																																																											
3296859																																																											
3297490																																																											
3303298																																																											
3303944																																																											
3303953																																																											
3306280																																																											
3306598																																																											
3308529																																																											
3308574																																																											
3309393																																																											
3309571																																																											
3310287																																																											
3314043																																																											
3314119																																																											
3316739																																																											
3317192																																																											
3317932																																						0	0	0	0	0	0	0	0	0	0	0	0	631973									
3320576																																																											
3320781																																																											
3322468																																																											
3325759													569			569																						0	569	0	0	569	0	94644	0	0	94644	0	0	232867									
3337097																																																											
3340725																																																											
3340903																																																											
3341393																																																											
3342671																																																											
3344321													270			270																						0	270	0	0	270	0	0	0	0	0	0	0	287110									
3346268																																																											
3346633																																																											
3347603																																																											
3347911																																																											
3348468																																																											
3348888													9				9																					369	9	0	0	0	9	0	0	0	0	0	0	1174386									
3349241																																																											
3350658																																																											
3350724													10				10																					10	10	0	0	0	10	0	0	0	0	0	0	115527									
3353154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
3354599																																																											
3356191																																																											
3357077																																																											
3357219																																																											
3357385																																																											
3357620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
3358270																																																											
3368635																																																											
3368925																																																											
3370133																																																											
3370357																																																											
3374234																																																											
3374382																																																											
3374403																																																											
3374412																																																											
3377235																																																											
3378773													8137			8137																						0	8137	0	0	8137	0	0	0	0	0	0	0	601057									
3383665																																																											
3384952																																																											
3385744																																																											
3386264																																																											
3386536																																																											
3387140																																																											
3388482																																																											
3390337																																																											
3390627																																																											
3391718																																																											
3393851																																																											
3394278													116			116																						0	116	0	0	116	0	0	0	0	0	0	0	2283262									
3394380																																																											
3397233																																																											
3398623																																																											
3401970													10			10																						0	10	0	0	10	0	0	0	0	0	0	0	96748									
3402913																																																											
3404207													593			593																						0	593	0	0	593	0	0	0	0	0	0	0	309624									
3404373																																																											
3404467																																																											
3404506																																																											
3404999																																																											
3407084																																																											
3408728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3597	0	0	3597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3597	0	0	3597	0	0	0	0	0	0	0	875048	Interest Rate Swaps				Interest Rate Swaps				
3410141																																																											
3411773																																																											
3412417																																																											
3419416													913			913																						0	913	0	0	913	0	0	0	0	0	0	0	147753									
3428258																																																											
3429219																																																											
3435948																																																											
3437148																																																											
3437157																																						0	0	0	0	0	0	0	0	0	0	0	0	596417									
3437456	36196																																					7108	0	0	0	0	0	0	0	0	0	0	0	28101	SBA SERVICING ASSET	INT RATE SWAP/CAP							
3437483																																																											
3438958																																																											
3440803																																																											
3445901																																																											
3446225																																																											
3446784																																																											
3447576																																																											
3447820																																																											
3448162																																																											
3448425																																																											
3449066																																						0	0	0	0	0	0	0	0	0	0	0	0	337038									
3451050																																																											
3455227																																																											
3459207																																																											
3459216																																																											
3463875																																																											
3465226													2329			2329																						0	2329	0	0	2329	0	0	0	0	0	0	0	4185054									
3465392																																						0	0	0	0	0	0	0	0	0	0	0	0	149726									
3466988																																																											
3468450																																																											
3470097																																																											
3470154																																																											
3470239																																						0	0	0	0	0	0	0	0	0	0	0	0	19279953									
3470930																																																											
3472046																																																											
3472859																																																											
3475083													201422			201422																						0	201422	0	0	201422	0							2163095									
3476192																																						0	5	0	0	5	0	0	0	0	0	0	0	751388									
3479018																																																											
3480069																																																											
3482045																																																											
3482111																																																											
3485215																																																											
3485420																																																											
3487433																																																											
3487947																																																											
3488579																																																											
3489035																																																											
3489071																																																											
3517590																																																											
3529315																																																											
3531176																																																											
3532641													14074	277		14324	27																					10	14074	277	0	14324	27	0	0	0	0	0	0	500821									
3537897																																																											
3538009																																																											
3545258																																						0	0	0	0	0	0	0	0	0	0	0	0	121725									
3546862																																																											
3547131																																																											
3547896																																																											
3548567																																																											
3548763																																																											
3555248																																						0	0	0	0	0	0	0	0	0	0	0	0	48889									
3561771																																																											
3567269																																																											
3579589													6926			6926																						13	6926	0	0	6926	0	0	0	0	0	0	0	1630971									
3588312																																																											
3588424																																																											
3591004																																																											
3592047																																																											
3593307																																																											
3594005													8088			8088																						0	8088	0	0	8088	0	0	0	0	0	0	0	802439									
3594087																																																											
3594797																																																											
3595271																																						1216	0	0	0	0	0	0	0	0	0	0	0	131689									
3596250																																																											
3596894																																																											
3597211																																						0	0	0	0	0	0	0	0	0	0	0	0	293276									
3599804																																																											
3603961																																																											
3608751																																																											
3610718																																																											
3614837																																						0	0	0	0	0	0	0	0	0	0	0	0	89211									
3614846																																																											
3614958																																																											
3614976																																																											
3617856																																																											
3619216																																																											
3623110																																																											
3623969																																																											
3626184																																																											
3626858																																																											
3629420																																																											
3629484																																																											
3630323																																																											
3633016																																																											
3633173																																						0	0	0	0	0	0	0	0	0	0	0	0	39317									
3635029																																																											
3635551																																																											
3636259																																																											
3636428																																																											
3636446																																																											
3636914																																																											
3637247																																																											
3637685																																						0	0	0	0	0	0	0	0	0	0	0	0	1105800									
3637706																																																											
3645840																																																											
3646397																																																											
3650808																																						59053	0	0	0	0	0	8419	164868	0	9049	173657	0	1152206	NONMORTGAGE SERVICING ASSET								
3655933																																																											
3664588													304			304																						0	304	0	0	304	0	0	0	0	0	0	0	159829									
3667132																																																											
3671997																																																											
3678857																																																											
3688043																																																											
3688548																																																											
3690121																																																											
3690635																																																											
3690701																																																											
3719648																																																											
3720336																																																											
3720608																																																											
3721605																																																											
3729124																																																											
3783313																																																											
3783948														9147		9147																						0	0	9147	0	9147	0	0	0	0	0	0	0	3409539									
3786435																																																											
3793714																																																											
3804535																																																											
3807880																																																											
3812147																																																											
3816154																																																											
3816163																																																											
3816190																																																											
3821037																																																											
3821626																																																											
3821822																																																											
3832127																																																											
3835454																																						20448	0	0	0	0	0	0	0	0	0	0	0	325582	Other Equity Securities								
3843392																																																											
3851427	8421																	5068			5068		7346			7346												0	12643	0	0	12643	0	232728	0	0	228652	0	0	98293	Commodity Swaps	Interest Rate Swaps			Commodity Swaps	Interest Rate Swaps			
3938186													3260			3260																						0	3260	0	0	3260	0	0	0	0	0	0	0	8907797									
3939240																																																											
3943210																																																											
3952904																																																											
4032791																																																											
4125778																																																											
4146830																																																											
4149037																																																											
4165907																																																											
4210227													761			725	36																					507	761	0	0	725	36	18787	0	0	18337	0	0	690346									
4368351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4397164																																																											
4536084																																																											
4845861																																																											
5047505																																																											
5050028																																						0	0	0	0	0	0	0	0	0	0	0	0	562457									
5136959																																																											
5143788																																																											
5192496																																																											
5193989																																																											
5205819																																																											
5210989																																																											
5227101																																																											
5230790																																																											
5278251																																																											
5303724																																																											
5312593																																																											
5313312																																																											
5316920																																																											
5332603																																																											
5336928																																																											
5342974																																																											
5349218																																																											
5382514																																																											
5397639																																																											
5398355																																																											
5398627																																																											
5401273																																																											
5412457																																																											
5427684																																																											
5435988																																																											
5448915																																																											
5472880																																																											
5475452																																																											
